Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
22,Boston Bruins,Matt Lashoff,US,D,18,2011,Kitchener (OHL),74,1,15,16,-15,59,,,,,,,1.6
22,Philadelphia Flyers,Claude Giroux,CA,RW,18,2022,Gatineau (QMJHL),994,290,608,898,27,408,,,,,,,94.6
22,Montreal Canadiens,Max Pacioretty,US,LW,18,2022,Sioux City (USHL),836,319,313,632,68,458,,,,,,,82.1
22,Edmonton Oilers,Jordan Eberle,CA,C,18,2022,Regina (WHL),833,256,327,583,-65,194,,,,,,,64.5
22,Vancouver Canucks,Jordan Schroeder,US,C,18,2018,Minnesota (WCHA),165,18,24,42,5,14,,,,,,,4
22,Montreal Canadiens,Jarred Tinordi,US,D,18,2022,USA U-18 (USHL),109,2,11,13,-19,130,,,,,,,1.5
22,Toronto Maple Leafs,Tyler Biggs,US,RW,18,,USA U-18 (USHL),,,,,,,,,,,,,
22,Pittsburgh Penguins,Olli Maatta,FI,D,18,2022,London (OHL),508,30,101,131,66,132,,,,,,,29.7
22,Calgary Flames,Emile Poirier,CA,LW,18,2016,Gatineau (QMJHL),8,0,1,1,0,2,,,,,,,0
23,Ottawa Senators,Andrej Meszaros,SK,D,18,2015,Dukla Trencin (Slovakia),645,63,175,238,25,457,,,,,,,41.7
23,New Jersey Devils,Niclas Bergfors,SE,RW,18,2012,Sodertalje (Sweden-2),173,35,48,83,-23,20,,,,,,,7.7
23,Washington Capitals,Semyon Varlamov,RU,G,18,2022,Lokomotiv Yaroslavl 2 (Russia-3),546,0,8,8,0,24,546,254,205,61,0.916,2.63,103.4
23,Nashville Predators,Jonathon Blum,US,D,18,2015,Vancouver (WCHL),110,7,17,24,-11,22,,,,,,,4.3
23,Minnesota Wild,Tyler Cuma,CA,D,18,2012,Ottawa (OHL),1,0,0,0,0,2,,,,,,,0
23,Calgary Flames,Tim Erixon,US,D,18,2015,Skelleftea (Sweden),93,2,12,14,-3,38,,,,,,,2.9
23,Buffalo Sabres,Mark Pysyk,CA,D,18,2022,Edmonton (WHL),507,27,76,103,-17,160,,,,,,,21.6
23,Pittsburgh Penguins,Joseph Morrow,CA,D,18,2019,Portland (WHL),162,9,23,32,-12,62,,,,,,,5.4
23,Florida Panthers,Michael Matheson,CA,D,18,2022,Dubuque (USHL),393,45,83,128,-16,201,,,,,,,23.2
23,Washington Capitals,Andre Burakovsky,AT,LW,18,2022,Malmo (Sweden-2),492,118,158,276,59,123,,,,,,,31.1
24,Calgary Flames,Kris Chucko,CA,LW,18,2009,Salmon Arm (BCHL),2,0,0,0,0,2,,,,,,,0
24,St. Louis Blues,T.J. Oshie,US,C,18,2022,Warroad (High-MN),878,266,359,625,117,428,,,,,,,73.2
24,Buffalo Sabres,Dennis Persson,SE,D,18,,Vasteras (Sweden-2),,,,,,,,,,,,,
24,Calgary Flames,Mikael Backlund,SE,C,18,2022,Vasteras (Sweden-2),797,162,261,423,36,379,,,,,,,41
24,New Jersey Devils,Mattias Tedenby,SE,LW,18,2014,HV 71 Jonkoping ( ),120,10,20,30,-20,42,,,,,,,1.8
24,Washington Capitals,Marcus Johansson,SE,C/W,18,2022,Farjestad ( ),728,141,257,398,-49,112,,,,,,,36.6
24,Chicago Blackhawks,Kevin Hayes,US,RW,18,2022,Nobles (High-MA),525,130,180,310,8,170,,,,,,,32.4
24,Ottawa Senators,Matt Puempel,CA,LW,18,2019,Peterborough (OHL),87,11,5,16,-10,30,,,,,,,1
24,Boston Bruins,Malcolm Subban,CA,G,18,2022,Belleville (OHL),86,0,0,0,0,6,86,36,33,9,0.898,3.1,10.4
24,Vancouver Canucks,Hunter Shinkaruk,CA,C/LW,18,2017,Medicine Hat (WHL),15,2,2,4,-7,4,,,,,,,0
25,Edmonton Oilers,Rob Schremp,US,C,18,2011,London (OHL),114,20,34,54,-23,26,,,,,,,4.3
25,Edmonton Oilers,Andrew Cogliano,CA,C,18,2022,St. Michael's Jr. B (OJHL),1114,174,250,424,19,377,,,,,,,38.7
25,St. Louis Blues,Patrik Berglund,SE,C,18,2019,Vasteras (Sweden-2),717,170,156,326,5,248,,,,,,,36.5
25,Vancouver Canucks,Patrick White,US,C,18,,Tri-City (USHL),,,,,,,,,,,,,
25,Calgary Flames,Greg Nemisz,CA,C,18,2012,Windsor (OHL),15,0,1,1,0,0,,,,,,,-0.1
25,Boston Bruins,Jordan Caron,CA,RW,18,2016,Rimouski (QMJHL),157,12,16,28,-9,78,,,,,,,0.9
25,Florida Panthers,Quinton Howden,CA,C,18,2017,Moose Jaw (WHL),97,10,7,17,-11,30,,,,,,,0.8
25,Toronto Maple Leafs,Stuart Percy,CA,D,18,2016,Mississauga St. Michael's (OHL),12,0,3,3,-6,2,,,,,,,0
25,St. Louis Blues,Jordan Schmaltz,US,D,18,2019,Green Bay (USHL),42,0,5,5,-7,12,,,,,,,0.5
25,Montreal Canadiens,Michael McCarron,US,RW,18,2022,USA U-18 (USHL),106,4,9,13,-10,179,,,,,,,-0.4
26,Vancouver Canucks,Cory Schneider,US,G,18,2020,Andover (High-MA),409,0,9,9,0,4,409,170,159,58,0.918,2.43,74.7
26,Calgary Flames,Matt Pelech,CA,RW,18,2014,Sarnia (OHL),13,1,3,4,2,38,,,,,,,0.7
26,Calgary Flames,Leland Irving,CA,G,18,2013,Everett (WHL),13,0,1,1,0,0,13,3,4,4,0.902,3.25,1.8
26,St. Louis Blues,David Perron,CA,LW,19,2022,Lewiston (QMJHL),946,254,383,637,16,700,,,,,,,70.1
26,Buffalo Sabres,Tyler Ennis,CA,C,18,2022,Medicine Hat (WHL),691,142,200,342,-85,222,,,,,,,32.2
26,Anaheim Ducks,Kyle Palmieri,US,RW,18,2022,U.S. National U-18 (USNTDP),650,192,181,373,-12,349,,,,,,,44.9
26,Washington Capitals,Evgeny Kuznetsov,RU,C,18,2022,Chelyabinsk (Russia),573,145,324,469,76,288,,,,,,,50.1
26,Chicago Blackhawks,Phillip Danault,CA,LW,18,2022,Victoriaville (QMJHL),445,71,159,230,56,208,,,,,,,21.2
26,Vancouver Canucks,Brendan Gaunce,CA,C,18,2022,Belleville (OHL),129,9,12,21,-6,51,,,,,,,0.7
26,Anaheim Ducks,Shea Theodore,CA,D,18,2022,Seattle (WHL),368,52,154,206,43,121,,,,,,,36.4
27,Washington Capitals,Jeff Schultz,CA,D,18,2016,Calgary (WHL),409,11,65,76,78,137,,,,,,,20
27,Washington Capitals,Joe Finley,US,D,18,2013,Sioux Falls (USHL),21,0,1,1,-8,32,,,,,,,-0.4
27,Dallas Stars,Ivan Vishnevskiy,RU,D,18,2010,Rouyn-Noranda (QMJHL),5,0,2,2,-1,2,,,,,,,0.2
27,Detroit Red Wings,Brendan Smith,CA,D,18,2022,St. Michael's (OJHL),554,32,83,115,-8,613,,,,,,,23.4
27,Washington Capitals,John Carlson,US,D,18,2022,Indiana (USHL),861,125,441,566,98,284,,,,,,,94.7
27,Carolina Hurricanes,Philippe Paradis,CA,C,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
27,Phoenix Coyotes,Mark Visentin,CA,G,18,2014,Niagara (OHL),1,0,0,0,,0,1,0,1,0,0.906,3.06,0.2
27,Tampa Bay Lightning,Vladislav Namestnikov,RU,C,18,2022,London (OHL),530,104,125,229,5,276,,,,,,,21.8
27,Phoenix Coyotes,Henrik Samuelsson,US,C/RW,18,2015,Edmonton (WHL),3,0,0,0,-2,2,,,,,,,-0.1
27,Columbus Blue Jackets,Marko Daňo,AT,C,18,2020,Bratislava (KHL),141,19,26,45,1,49,,,,,,,4.5
28,Dallas Stars,Mark Fistric,CA,D,18,2015,Vancouver (WCHL),325,4,30,34,28,284,,,,,,,10.2
28,Dallas Stars,Matt Niskanen,US,D,18,2020,Virginia (High-MN),949,72,284,356,112,489,,,,,,,69.8
28,Ottawa Senators,Nick Foligno,US,LW,18,2022,Sudbury (OHL),995,205,290,495,-8,809,,,,,,,49
28,San Jose Sharks,Nicholas Petrecki,US,D,18,2013,Omaha (USHL),1,0,0,0,0,0,,,,,,,0
28,Phoenix Coyotes,Viktor Tikhonov,LV,RW,20,2016,Cherepovets (Russia),111,11,11,22,-13,40,,,,,,,0.8
28,Chicago Blackhawks,Dylan Olsen,US,D,18,2016,Camrose (AJHL),124,5,17,22,-16,36,,,,,,,3.1
28,San Jose Sharks,Charlie Coyle,US,C/RW,18,2022,South Shore (EJHL),676,127,201,328,29,247,,,,,,,31.8
28,Minnesota Wild,Zack Phillips,CA,C,18,,Saint John (QMJHL),,,,,,,,,,,,,
28,New York Rangers,Brady Skjei,US,D,18,2022,USA U-18 (USHL),420,35,111,146,-9,242,,,,,,,25
28,Calgary Flames,Morgan Klimchuk,CA,LW,18,2018,Regina (WHL),1,0,0,0,0,0,,,,,,,0
29,Washington Capitals,Mike Green,CA,D,18,2020,Saskatoon (WHL),880,150,351,501,-17,592,,,,,,,84.8
29,Philadelphia Flyers,Steve Downie,CA,RW,18,2016,Windsor (OHL),434,76,120,196,21,1057,,,,,,,20.9
29,Phoenix Coyotes,Chris Summers,US,D,18,2016,U.S. National U-18 (USNTDP),70,2,7,9,-24,51,,,,,,,0.1
29,Ottawa Senators,Jim O'Brien,US,C,18,2018,Minnesota (WCHA),77,8,5,13,-4,16,,,,,,,0.7
29,Atlanta Thrashers,Daultan Leveille,CA,C,18,,St. Catharines (GOJHL),,,,,,,,,,,,,
29,Tampa Bay Lightning,Carter Ashton,CA,RW,18,2015,Lethbridge (WHL),54,0,3,3,-12,32,,,,,,,-0.9
29,Anaheim Ducks,Emerson Etem,US,RW,18,2017,Medicine Hat (WHL),173,22,24,46,-7,30,,,,,,,3.5
29,Vancouver Canucks,Nicklas Jensen,DK,LW,18,2017,Oshawa (OHL),31,3,3,6,-5,10,,,,,,,0.2
29,New Jersey Devils,Stefan Matteau,US,LW,18,2022,USA U-18 (USHL),92,6,5,11,-18,41,,,,,,,-0.3
29,Dallas Stars,Jason Dickinson,CA,C,18,2022,Guelph (OHL),270,28,41,69,6,81,,,,,,,4.6
30,Tampa Bay Lightning,Andy Rogers,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
30,Tampa Bay Lightning,Vladimir Mihalik,SK,D,18,2010,Presov,15,0,3,3,-7,8,,,,,,,-0.1
30,New Jersey Devils,Matthew Corrente,CA,D,18,2011,Saginaw (OHL),34,0,6,6,-5,68,,,,,,,0.9
30,Phoenix Coyotes,Nick Ross,CA,D,18,,Regina (WHL),,,,,,,,,,,,,
30,Detroit Red Wings,Thomas McCollum,US,G,18,2015,Guelph (OHL),3,0,0,0,0,0,3,1,0,0,0.879,2.98,0.1
30,Pittsburgh Penguins,Simon Despres,CA,D,18,2017,Saint John (QMJHL),193,6,37,43,31,150,,,,,,,11
30,New York Islanders,Brock Nelson,US,C,18,2022,Warroad (High-MN),646,187,170,357,1,248,,,,,,,40.1
30,Anaheim Ducks,Rickard Rakell,SE,RW,18,2022,Plymouth (OHL),545,153,184,337,-22,112,,,,,,,36.8
30,Los Angeles Kings,Tanner Pearson,CA,LW,20,2022,Barrie (OHL),560,129,129,258,14,188,,,,,,,28.1
30,Chicago Blackhawks,Ryan Hartman,US,RW,18,2022,Plymouth (OHL),417,79,91,170,42,381,,,,,,,16.8
31,Pittsburgh Penguins,Johannes Salmonsson,SE,LW,18,,Djurgarden (Sweden),,,,,,,,,,,,,
31,Anaheim Ducks,Brendan Mikkelson,CA,D,18,2013,Portland (WHL),131,1,9,10,-14,59,,,,,,,1.2
31,St. Louis Blues,Tomas Kana,CZ,C,18,2010,Vitkovice ( ),6,0,2,2,2,2,,,,,,,0.2
31,Buffalo Sabres,T.J. Brennan,US,D,18,2016,St. John's (QMJHL),53,5,8,13,-22,29,,,,,,,1.1
31,Florida Panthers,Jacob Markstrom,SE,G,18,2022,Brynas Gavle (Sweden),358,0,11,11,0,26,358,157,148,40,0.912,2.71,60.2
31,New York Islanders,Mikko Koskinen,FI,G,21,2022,Blues Espoo (Finland),154,0,4,4,0,6,154,77,56,12,0.907,2.98,24.3
31,Edmonton Oilers,Tyler Pitlick,US,C,18,2022,Minnesota State (WCHA),311,47,39,86,7,80,,,,,,,7.9
31,Edmonton Oilers,David Musil,CA,D,18,2015,Vancouver (WCHL),4,0,2,2,-2,2,,,,,,,0.1
31,Columbus Blue Jackets,Oscar Dansk,SE,G,18,2021,Brynas Jr. (Sweden-Jr.),6,0,0,0,0,0,6,4,1,0,0.906,3.1,0.8
31,Florida Panthers,Ian McCoshen,US,D,18,2019,Waterloo (USHL),60,4,3,7,-12,33,,,,,,,1
32,Chicago Blackhawks,Dave Bolland,CA,C,18,2016,London (OHL),433,85,123,208,34,299,,,,,,,20.3
32,Florida Panthers,Tyler Plante,US,G,18,,Brandon (WHL),,,,,,,,,,,,,
32,Pittsburgh Penguins,Carl Sneep,US,D,18,2012,Brainerd (High-MN),1,0,1,1,1,0,,,,,,,0.2
32,Phoenix Coyotes,Brett Maclean,CA,LW,18,2012,Oshawa (OHL),18,2,3,5,1,4,,,,,,,0.5
32,Los Angeles Kings,Slava Voynov,RU,D,18,2015,Chelyabinsk ( ),190,18,63,81,23,72,,,,,,,18.6
32,Detroit Red Wings,Landon Ferraro,CA,C,18,2018,Red Deer (WHL),77,7,5,12,-9,29,,,,,,,0.3
32,Boston Bruins,Jared Knight,US,C,18,,London (OHL),,,,,,,,,,,,,
32,St. Louis Blues,Ty Rattie,CA,RW,18,2019,Portland (WHL),99,13,17,30,-4,12,,,,,,,2.5
32,Edmonton Oilers,Mitchell Moroz,CA,LW,18,,Edmonton (WHL),,,,,,,,,,,,,
32,Colorado Avalanche,Chris Bigras,CA,D,18,2018,Owen Sound (OHL),46,1,3,4,-4,18,,,,,,,0.8
33,Washington Capitals,Chris Bourque,US,C,18,2013,Cushing Academy (High-MA),51,2,6,8,-12,18,,,,,,,-0.4
33,Dallas Stars,James Neal,CA,LW,18,2022,Plymouth (OHL),869,296,263,559,7,581,,,,,,,67.6
33,Chicago Blackhawks,Igor Makarov,RU,RW,18,,Krylja Sovetov ( ),,,,,,,,,,,,,
33,Vancouver Canucks,Taylor Ellington,CA,D,18,,Everett (WHL),,,,,,,,,,,,,
33,St. Louis Blues,Philip McRae,US,C,18,2011,London (OHL),15,1,2,3,-10,2,,,,,,,-0.2
33,Colorado Avalanche,Ryan O'Reilly,CA,C,18,2022,Erie (OHL),909,231,418,649,12,128,,,,,,,65.1
33,Florida Panthers,John McFarland,CA,LW,18,2016,Sudbury (OHL),3,0,0,0,-1,0,,,,,,,-0.1
33,Florida Panthers,Rocco Grimaldi,US,C,18,2022,USA U-18 (USHL),203,30,37,67,-1,34,,,,,,,6
33,Montreal Canadiens,Sebastian Collberg,SE,RW,18,,Frolunda (Sweden),,,,,,,,,,,,,
33,Tampa Bay Lightning,Adam Erne,US,LW,18,2022,Quebec (QMJHL),268,30,35,65,-46,142,,,,,,,2.6
34,Dallas Stars,Johan Fransson,SE,D,19,,Lulea (Sweden),,,,,,,,,,,,,
34,Colorado Avalanche,Ryan Stoa,US,C,18,2014,U.S. National U-18 (USNTDP),40,4,3,7,-8,20,,,,,,,-0.1
34,Washington Capitals,Michal Neuvirth,CZ,G,18,2019,Sparta Praha Jr. ( ),257,0,4,4,0,6,257,105,93,26,0.91,2.71,39.3
34,Washington Capitals,Josh Godfrey,CA,D,19,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
34,St. Louis Blues,Jake Allen,CA,G,18,2022,St. John's (QMJHL),342,0,4,4,0,8,342,164,122,33,0.911,2.56,52.5
34,Atlanta Thrashers,Carl Klingberg,SE,LW,18,2015,Vastra Frolunda Jr. ( ),12,1,0,1,0,4,,,,,,,0.1
34,Columbus Blue Jackets,Dalton Smith,CA,LW,18,2020,Ottawa (OHL),1,0,0,0,1,2,,,,,,,0
34,New York Islanders,Scott Mayfield,US,D,18,2022,Youngstown (USHL),336,18,66,84,12,305,,,,,,,18
34,New York Islanders,Ville Pokka,FI,D,18,,Karpat (Finland),,,,,,,,,,,,,
34,Montreal Canadiens,Jacob de La Rose,SE,LW,18,2021,Leksand (Sweden-2),242,13,25,38,-29,84,,,,,,,-0.4
35,Phoenix Coyotes,Logan Stephenson,CA,D,18,,Tri-City (WHL),,,,,,,,,,,,,
35,San Jose Sharks,Marc-Edouard Vlasic,CA,D,18,2022,Quebec (QMJHL),1133,73,268,341,102,422,,,,,,,80.2
35,Washington Capitals,Francois Bouchard,CA,RW,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
35,Boston Bruins,Tommy Cross,US,D,18,2016,Westminster (High-CT),3,0,1,1,-1,0,,,,,,,0
35,Anaheim Ducks,Nicolas Deschamps,CA,C,18,2014,Chicoutimi (QMJHL),3,0,0,0,-1,0,,,,,,,-0.1
35,Los Angeles Kings,Kyle Clifford,CA,LW,18,2022,Barrie (OHL),738,65,77,142,-23,879,,,,,,,9.8
35,Chicago Blackhawks,Ludvig Rensfeldt,SE,LW,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,
35,Detroit Red Wings,Tomas Jurco,SK,RW,18,2021,Saint John (QMJHL),221,22,31,53,-10,64,,,,,,,3.7
35,Toronto Maple Leafs,Matt Finn,CA,D,18,,Guelph (OHL),,,,,,,,,,,,,
35,Buffalo Sabres,J.T. Compher,US,LW,18,2022,USA U-18 (USHL),314,63,64,127,-11,111,,,,,,,10
36,New York Rangers,Darin Olver,CA,C,19,,Northern Michigan (CCHA),,,,,,,,,,,,,
36,Edmonton Oilers,Taylor Chorney,CA,D,18,2018,Shattuck-St. Mary's (High-MN),166,4,18,22,-6,56,,,,,,,4.3
36,San Jose Sharks,Jamie McGinn,CA,LW,18,2019,Ottawa (OHL),617,117,103,220,-83,267,,,,,,,19.5
36,Phoenix Coyotes,Joel Gistedt,SE,G,19,,Vastra Frolunda (Sweden),,,,,,,,,,,,,
36,New York Islanders,Corey Trivino,CA,C,18,,Stouffville (OPJHL),,,,,,,,,,,,,
36,Phoenix Coyotes,Chris Brown,US,C,18,2016,U.S. National U-18 (USNTDP),23,2,1,3,1,21,,,,,,,0.3
36,Florida Panthers,Alex Petrovic,CA,D,18,2019,Red Deer (WHL),263,5,45,50,-10,360,,,,,,,9.1
36,Chicago Blackhawks,Adam Clendening,US,D,18,2019,Boston University (H-East),90,4,20,24,11,49,,,,,,,5.1
36,Anaheim Ducks,Nicolas Kerdiles,US,LW,18,2018,USA U-18 (USHL),3,0,0,0,1,0,,,,,,,0
36,Montreal Canadiens,Zachary Fucale,CA,G,18,2022,Halifax (QMJHL),4,0,0,0,,0,4,1,1,1,0.924,1.75,0.5
37,Florida Panthers,David Shantz,CA,G,18,,Mississauga (OHL),,,,,,,,,,,,,
37,St. Louis Blues,Scott Jackson,CA,D,18,2010,Seattle (WHL),1,0,0,0,0,0,,,,,,,0
37,Boston Bruins,Yury Alexandrov,RU,D,18,,Cherepovets ( ),,,,,,,,,,,,,
37,Columbus Blue Jackets,Stefan Legein,CA,RW,18,,Mississauga (OHL),,,,,,,,,,,,,
37,Columbus Blue Jackets,Cody Goloubef,CA,D,18,2020,Wisconsin (WCHA),160,3,22,25,-7,76,,,,,,,4.8
37,Anaheim Ducks,Mat Clark,US,D,18,2015,Brampton (OHL),9,0,1,1,0,6,,,,,,,0.2
37,Carolina Hurricanes,Justin Faulk,US,D,18,2022,USA U-18 (USHL),731,104,222,326,-57,365,,,,,,,60.2
37,Columbus Blue Jackets,Boone Jenner,CA,C,18,2022,Oshawa (OHL),584,144,139,283,-21,329,,,,,,,28.2
37,Nashville Predators,Pontus Aberg,SE,LW,18,2020,Djurgarden (Sweden),132,17,27,44,-7,34,,,,,,,3.2
37,Los Angeles Kings,Valentin Zykov,RU,LW,18,2020,Baie-Comeau (QMJHL),55,7,10,17,-2,10,,,,,,,1.4
38,Carolina Hurricanes,Justin Peters,CA,G,18,2017,St. Michael's (OJHL),83,0,2,2,0,8,83,25,38,9,0.901,3.08,10.6
38,New Jersey Devils,Jeff Frazee,US,G,18,2013,U.S. National U-18 (USNTDP),1,0,0,0,0,0,1,0,0,0,1,0,0.1
38,Anaheim Ducks,Bryce Swan,CA,C,18,,Halifax (QMJHL),,,,,,,,,,,,,
38,Chicago Blackhawks,Bill Sweatt,US,LW,18,2013,Colorado College ( ),3,0,0,0,-1,0,,,,,,,-0.1
38,Nashville Predators,Roman Josi,CH,D,18,2022,Bern (Swiss),732,131,370,501,62,286,,,,,,,88.1
38,Dallas Stars,Alex Chiasson,CA,RW,18,2022,Des Moines (USHL),607,106,106,212,-43,347,,,,,,,18
38,New Jersey Devils,Jon Merrill,US,D,18,2022,USA U-18 (USHL),455,16,66,82,-5,223,,,,,,,18.3
38,Nashville Predators,Magnus Hellberg,SE,G,20,2017,Almtuna (Sweden-2),4,0,0,0,0,0,4,1,0,0,0.868,2.71,0
38,Carolina Hurricanes,Phillip Di Giuseppe,CA,LW,18,2021,Michigan (CCHA),201,16,37,53,-12,73,,,,,,,3.2
38,Buffalo Sabres,Connor Hurley,US,C,18,,Edina High (High-MN),,,,,,,,,,,,,
39,Anaheim Ducks,Jordan Smith,CA,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
39,Boston Bruins,Petr Kalus,CZ,LW,18,2010,Vitkovice Jr. (Czech-Jr.),11,4,1,5,0,6,,,,,,,0.7
39,Philadelphia Flyers,Andreas Nodl,AT,RW,19,2013,Sioux Falls (USHL),183,15,21,36,-9,28,,,,,,,1.2
39,St. Louis Blues,Simon Hjalmarsson,SE,RW,18,,Vastra Frolunda Jr. ( ),,,,,,,,,,,,,
39,Anaheim Ducks,Eric O'Dell,CA,C,18,2015,Sudbury (OHL),41,3,5,8,-2,29,,,,,,,0.5
39,Ottawa Senators,Jakob Silfverberg,SE,LW,18,2022,Brynas Gavle (Sweden),655,149,177,326,25,208,,,,,,,34.5
39,Minnesota Wild,Brett Bulmer,CA,RW,18,2016,Kelowna (WHL),17,0,3,3,-2,15,,,,,,,0
39,Anaheim Ducks,John Gibson,US,G,18,2022,USA U-18 (USHL),361,0,4,4,0,38,361,165,136,48,0.916,2.61,67.1
39,Winnipeg Jets,Lukas Sutter,US,C,18,,Saskatoon (WHL),,,,,,,,,,,,,
39,Phoenix Coyotes,Laurent Dauphin,CA,C,18,2022,Chicoutimi (QMJHL),58,5,6,11,-12,37,,,,,,,0.1
40,Atlanta Thrashers,Grant Lewis,US,D,19,2009,Dartmouth (ECAC),1,0,0,0,0,0,,,,,,,0
40,New York Rangers,Michael Sauer,US,D,18,2012,Portland (WHL),98,4,14,18,28,96,,,,,,,6.8
40,Minnesota Wild,Ondrej Fiala,CZ,C,18,,Everett (WHL),,,,,,,,,,,,,
40,Florida Panthers,Michal Repik,CZ,RW,18,2012,Vancouver (WCHL),72,9,11,20,-7,36,,,,,,,1.6
40,New York Islanders,Aaron Ness,US,D,18,2021,Roseau (High-MN),72,1,6,7,-7,22,,,,,,,1.2
40,Edmonton Oilers,Anton Lander,SE,C,18,2017,Timra ( ),215,10,25,35,-41,56,,,,,,,-0.8
40,New York Rangers,Christian Thomas,CA,RW,18,2016,Oshawa (OHL),27,1,2,3,-2,9,,,,,,,0
40,Boston Bruins,Alexander Khokhlachev,RU,C,18,2016,Windsor (OHL),9,0,0,0,-4,2,,,,,,,-0.3
40,Tampa Bay Lightning,Dylan Blujus,US,D,18,,Brampton (OHL),,,,,,,,,,,,,
40,Dallas Stars,Remi Elie,CA,LW,18,2022,London (OHL),107,7,15,22,5,28,,,,,,,1.4
41,Chicago Blackhawks,Bryan Bickell,CA,LW,18,2017,Ottawa (OHL),395,66,70,136,9,192,,,,,,,14
41,Atlanta Thrashers,Ondrej Pavelec,CZ,G,18,2018,Poldi Kladno Jr. (Czech-Jr.),398,0,6,6,0,12,398,156,167,48,0.907,2.88,60.9
41,Detroit Red Wings,Cory Emmerton,CA,C,18,2014,Kingston (OHL),139,12,9,21,-1,22,,,,,,,1.4
41,Philadelphia Flyers,Kevin Marshall,CA,D,18,2012,Lewiston (QMJHL),10,0,0,0,-1,8,,,,,,,-0.1
41,Vancouver Canucks,Yann Sauve,CA,D,18,2014,Saint John (QMJHL),8,0,0,0,-4,0,,,,,,,-0.2
41,Nashville Predators,Zach Budish,US,RW,18,,Edina (High-MN),,,,,,,,,,,,,
41,Dallas Stars,Patrik Nemeth,SE,D,18,2022,AIK (Sweden-2),406,9,52,61,10,194,,,,,,,15.1
41,St. Louis Blues,Dmitrij Jaskin,RU,RW,18,2022,Slavia Praha (Czech),315,27,43,70,6,92,,,,,,,4.6
41,Colorado Avalanche,Mitchell Heard,CA,C,20,,Plymouth (OHL),,,,,,,,,,,,,
41,Philadelphia Flyers,Robert Hagg,SE,D,18,2022,Modo Jr. (Sweden-Jr.),278,14,40,54,3,166,,,,,,,10.8
42,Minnesota Wild,Roman Voloshenko,BY,LW,18,,Krylja Sovetov (Russia),,,,,,,,,,,,,
42,Detroit Red Wings,Justin Abdelkader,US,LW,18,2020,Cedar Rapids (USHL),739,106,146,252,-56,608,,,,,,,18.9
42,Philadelphia Flyers,Mike Ratchuk,US,D,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
42,Anaheim Ducks,Eric Tangradi,US,C,18,2019,Belleville (OHL),150,5,11,16,-22,86,,,,,,,-1.2
42,Ottawa Senators,Patrick Wiercioch,CA,D,18,2017,Omaha (USHL),268,16,58,74,-5,138,,,,,,,13.3
42,Nashville Predators,Charles-Olivier Roussel,CA,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
42,Anaheim Ducks,Devante Smith-Pelly,CA,RW,18,2019,Mississauga (OHL),395,44,57,101,-41,137,,,,,,,5.9
42,Carolina Hurricanes,Victor Rask,SE,C,18,2022,Leksand (Sweden-2),488,85,130,215,-19,86,,,,,,,20.3
42,Calgary Flames,Patrick Sieloff,US,D,18,2018,USA U-18 (USHL),2,2,0,2,-1,2,,,,,,,0.4
42,New Jersey Devils,Steven Santini,US,D,18,2021,USA U-18 (USHL),119,5,17,22,-8,55,,,,,,,4.7
43,Buffalo Sabres,Michael Funk,CA,D,18,2008,Portland (WHL),9,0,2,2,-1,0,,,,,,,0.1
43,Chicago Blackhawks,Mike Blunden,CA,RW,18,2018,Erie (OHL),127,7,6,13,-6,145,,,,,,,0.1
43,Atlanta Thrashers,Riley Holzapfel,CA,C,18,,Moose Jaw (WHL),,,,,,,,,,,,,
43,Montreal Canadiens,P.K. Subban,CA,D,18,2022,Belleville (OHL),808,113,350,463,6,859,,,,,,,82.3
43,Anaheim Ducks,Justin Schultz,CA,D,18,2022,Westside (BCHL),576,55,200,255,-25,128,,,,,,,40.5
43,San Jose Sharks,William Wrenn,US,D,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
43,Toronto Maple Leafs,Brad Ross,CA,LW,18,,Portland (WHL),,,,,,,,,,,,,
43,Chicago Blackhawks,Brandon Saad,US,LW,18,2022,Saginaw (OHL),681,201,200,401,60,126,,,,,,,46.8
43,Dallas Stars,Ludwig Bystrom,SE,D,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,
43,Winnipeg Jets,Nic Petan,CA,C,18,2021,Portland (WHL),136,6,22,28,-22,38,,,,,,,0.2
44,Edmonton Oilers,Roman Tesliuk,RU,D,18,,Kamloops (WHL),,,,,,,,,,,,,
44,Colorado Avalanche,Paul Stastny,CA,C,19,2022,Denver (WCHA),1044,276,504,780,35,480,,,,,,,80.5
44,Toronto Maple Leafs,Nikolai Kulemin,RU,LW,20,2018,Magnitogorsk (Russia),669,121,153,274,15,173,,,,,,,25.5
44,St. Louis Blues,Aaron Palushaj,US,RW,18,2014,Des Moines (USHL),68,3,11,14,-1,18,,,,,,,0.8
